gen_image,rank,ref_image,cosine_similarity
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000009.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01950731_15814.JPEG,0.7214330434799194
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000009.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_7067.JPEG,0.7208701372146606
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000009.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_8471.JPEG,0.7150780558586121
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000010.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n03095699_1690.JPEG,0.7057977914810181
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000010.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02114367_10602.JPEG,0.7019249200820923
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000010.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02123045_18568.JPEG,0.6877332329750061
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000011.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02011460_2610.JPEG,0.7199254631996155
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000011.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01828970_5508.JPEG,0.6663271188735962
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000011.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02326432_31228.JPEG,0.6575730443000793
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000012.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_7067.JPEG,0.698727548122406
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000012.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_10352.JPEG,0.6749534606933594
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000012.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01984695_22652.JPEG,0.6573923826217651
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000013.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_7067.JPEG,0.7070856094360352
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000013.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01950731_15814.JPEG,0.7057268619537354
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000013.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01924916_5311.JPEG,0.7035943269729614
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000014.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02892201_5841.JPEG,0.6778008937835693
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000014.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01990800_4888.JPEG,0.6757917404174805
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000014.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n04127249_9157.JPEG,0.6640384197235107
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000015.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_7067.JPEG,0.7212330102920532
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000015.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01990800_4888.JPEG,0.6865999102592468
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000015.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01950731_13541.JPEG,0.680394172668457
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000016.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02011460_22580.JPEG,0.710564136505127
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000016.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02011460_2610.JPEG,0.6841571927070618
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000016.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02859443_3584.JPEG,0.6707949638366699
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000017.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02011460_22580.JPEG,0.727878987789154
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000017.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02326432_2602.JPEG,0.7126263976097107
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000017.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02011460_2610.JPEG,0.7024455666542053
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000018.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_7067.JPEG,0.7274476289749146
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000018.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01990800_4888.JPEG,0.6983803510665894
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000018.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_10352.JPEG,0.6868979930877686
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000019.png,1,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_10352.JPEG,0.7114943265914917
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000019.png,2,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n02490219_1416.JPEG,0.6919899582862854
/home/ensta/ensta-shuya.yang/ProjetIA/eval_samples/acgan_nature/000019.png,3,/home/ensta/ensta-shuya.yang/data/vqdm_subset_raw/train/nature/n01955084_8471.JPEG,0.6676332950592041
